Charter number,Year and quarter,Year,Quarter ,Credit Union name,Street  (Mailing address),City  (Mailing address),State (Mailing address),Zip code (Mailing address),Credit Union type,NCUA region,Low-income designation,Members,Total assets,Total loans,Total deposits,Return on average assets,Net worth ratio (excludes CECL transition provision),Loan-to-share ratio,"Total deposits, 4 quarter growth  (%)","Total loans,  4 quarter growth  (%)","Total assets,  4 quarter growth  (%)","Members, 4 quarter growth  (%)","Net worth,  4 quarter growth (excludes CECL transition provision) (%)",NCUA internal ID (join_number)
722,2024.1,2024,1,FIRST BRISTOL,"25 North St, P.O. Box 698",Bristol,CT,06011,FCU,1,No,5687,106667462,32017468,95691106,0.26,9.65,33.46,-5.69,-1.04,-4.79,-2.08,2.01,366
761,2024.1,2024,1,SKY,PO Box 1690,Livingston,MT,59047,FCU,3,Yes,12351,200367865,115440155,170426337,0.76,7.32,67.74,2.17,6.24,7.24,1.58,6.71,375
770,2024.1,2024,1,COMMUNITY RESOURCE,20 Wade Rd,Latham,NY,12110,FCU,1,No,6571,114197415,84677873,100319155,-0.1,12.1,84.41,-0.42,2.42,0.13,-1.05,1.78,378
785,2024.1,2024,1,UNIVERSAL,317 31st ST,Huntington,WV,25702,FCU,1,No,6246,92526489,31117406,81321045,0.27,13.17,38.26,-3.92,6.09,-2.84,-1.14,1.88,386
794,2024.1,2024,1,TRI BORO,600 East Eighth Ave,Munhall,PA,15120,FCU,1,Yes,8136,122727676,81223794,105708895,0.73,13.3,76.84,2.64,4.73,3.43,1.69,6.48,390
795,2024.1,2024,1,HUNTINGTON WEST VA FIREMENS,PO Box 2133,Huntington,WV,25721,FCU,1,No,640,4878166,3209384,4149146,2.09,14.65,77.35,-6.6,12.09,-5.51,-0.47,1.04,391
798,2024.1,2024,1,TRANSIT AUTHORITY DIVISION B,3961 10th Avenue Room 230,New York,NY,10034,FCU,1,Yes,1525,6295831,1245900,5620612,0.8,9.94,22.17,0.66,-2.71,1.49,-2.74,6.16,393
808,2024.1,2024,1,U.S. EAGLE,P.O. Box 129,Albuquerque,NM,87103,FCU,3,Yes,94269,1524971973,1016911911,1369811263,1.0,10.49,74.24,2.04,-1.72,2.81,-1.56,2.95,398
817,2024.1,2024,1,ROCHESTER & MONROE CO EMP,460 N Goodman St,Rochester,NY,14609,FCU,1,Yes,3145,25971098,21556336,22624172,0.43,11.43,95.28,-5.03,3.99,-3.1,-4.93,1.17,401
818,2024.1,2024,1,GOWANDA AREA,PO BOX 29,GOWANDA,NY,14070,FCU,1,No,1938,28933755,13943493,25276044,2.6,12.46,55.16,-3.0,36.99,-0.14,0.57,25.41,402
832,2024.1,2024,1,UPPER CUMBERLAND,PO Box 529,Crossville,TN,38557,FCU,2,Yes,8452,118842881,68536213,106489552,0.7,9.39,64.36,-0.47,0.57,0.44,1.03,10.52,409
838,2024.1,2024,1,APS,259 Fremont Rd,Charleroi,PA,15022,FCU,1,Yes,1126,9514063,6758919,8744153,0.37,7.94,77.3,-12.83,-13.44,-11.43,-14.76,6.37,413
839,2024.1,2024,1,FIRSTENERGY CHOICE,"161 OLD ROUTE 30, SUITE 2",GREENSBURG,PA,15601,FCU,1,No,3691,55703459,15641701,47043779,0.49,18.29,33.25,-7.05,-8.36,-5.04,-1.52,1.43,414
841,2024.1,2024,1,ALLEGHENY CENTRAL,1253 University Dr Ste 100,Dunbar,PA,15431,FCU,1,Yes,879,8023581,4848092,6681692,2.14,16.36,72.56,10.81,15.26,11.03,0.57,12.53,416
845,2024.1,2024,1,BUFFALO CONRAIL,1481 Harlem Rd,Cheektowaga,NY,14206,FCU,1,No,2536,53376099,42139665,41706373,1.32,21.45,101.04,-0.53,-3.08,1.64,-0.31,8.28,418
850,2024.1,2024,1,VALLEY,P.O. Box 4700,Brownsville,TX,78523,FCU,2,No,9307,107537792,60509538,93165542,0.52,12.46,64.95,2.99,3.29,3.06,-0.56,3.67,420
851,2024.1,2024,1,CHELSEA EMPLOYEES,500 BROADWAY #205,CHELSEA,MA,02150,FCU,1,Yes,2220,20388026,13418470,18828480,0.61,7.46,71.27,-3.51,18.36,-2.2,0.59,15.45,421
854,2024.1,2024,1,SEASONS,524 South Main Street,Middletown,CT,06457,FCU,1,No,13266,174280684,122062906,161614524,-0.42,7.0,75.53,-3.72,-4.54,-1.79,-4.75,0.26,423
856,2024.1,2024,1,MOUNTAIN STAR,2229 E Yandell Dr,El Paso,TX,79903,FCU,2,Yes,4136,43015433,20583716,34504939,3.52,12.92,59.65,-1.65,20.8,7.71,4.5,17.85,425
857,2024.1,2024,1,AFFINITY,73 Mountainview Blvd,Basking Ridge,NJ,07920,FCU,1,No,234191,4168773338,3717715574,3579514092,0.17,8.0,103.86,4.84,-8.37,-10.16,1.12,-8.42,426
858,2024.1,2024,1,KENMORE N. Y. TEACHERS,2265 Sheridan Dr,Buffalo,NY,14223,FCU,1,No,3778,62627324,27655873,56979611,0.98,8.89,48.54,-4.42,6.43,-3.15,0.69,11.79,427
871,2024.1,2024,1,ZELLCO,520 AVENUE V,BOGALUSA,LA,70427,FCU,2,No,8385,84233593,51270520,58855582,2.4,30.4,87.11,-3.48,9.35,0.46,-7.58,8.38,432
872,2024.1,2024,1,MIAMI FIREFIGHTERS,1111 NW 7TH ST,MIAMI,FL,33136,FCU,2,Yes,5802,163872590,116678639,143446507,1.34,11.61,81.34,5.83,5.08,7.26,23.08,12.12,433
884,2024.1,2024,1,ATT-WYO CORRECTIONAL EMPLOYEES,221 E MAIN ST,ATTICA,NY,14011,FCU,1,No,1719,16086998,5611416,13490560,1.47,16.12,41.6,-3.41,18.48,-2.05,0.29,5.69,441
887,2024.1,2024,1,BILLINGS,PO Box 1779,Billings,MT,59103,FCU,3,Yes,12574,207222612,165939062,169815995,0.1,11.73,97.72,5.11,1.41,4.47,1.99,3.65,444
888,2024.1,2024,1,COXSACKIE CORRECTIONAL EMP.,11260 State Route 9W,Coxsackie,NY,12051,FCU,1,No,617,4451982,2781780,3209007,2.71,27.64,86.69,3.85,8.0,3.06,1.98,0.92,445
900,2024.1,2024,1,AMBRIDGE AREA,401 State Street,Baden,PA,15005,FCU,1,No,971,13049710,3863901,11979833,-0.98,7.77,32.25,2.5,-11.16,3.06,-2.41,-11.96,451
907,2024.1,2024,1,MOHAWK PROGRESSIVE,1760 State St,Schenectady,NY,12304,FCU,1,No,1057,12376772,9323992,11318917,-0.45,8.52,82.38,-3.76,17.62,-2.76,-0.66,9.45,454
909,2024.1,2024,1,PRR SOUTH FORK,220 Main St,South Fork,PA,15956,FCU,1,No,2439,47574559,16746021,38626837,1.37,18.52,43.35,-11.06,28.73,-8.09,1.92,6.96,455
911,2024.1,2024,1,STAR USA,1 Cantley Dr,Charleston,WV,25314,FCU,1,Yes,15087,172508626,115956898,143340466,-0.16,9.04,80.9,-5.57,1.07,-1.77,-2.65,-1.17,457
916,2024.1,2024,1,ELIZABETH (N.J.) FIREMEN'S,411 IRVINGTON AVE,ELIZABETH,NJ,07208,FCU,1,Yes,1190,7414889,2833800,6628411,-2.53,10.71,42.75,-7.84,-8.12,-8.73,-1.41,-3.38,460
926,2024.1,2024,1,RIVER CITY,PO BOX 12689,SAN ANTONIO,TX,78212,FCU,2,Yes,14955,148543110,111093969,118257178,-1.38,15.97,93.94,-0.66,-0.12,-0.77,9.22,-4.43,465
930,2024.1,2024,1,AMNH EMPLOYEES,200 central park west,NEW YORK,NY,10024,FCU,1,No,218,1121066,246141,909050,0.39,18.23,27.08,-10.92,24.01,-8.46,1.87,2.16,466
932,2024.1,2024,1,OTEEN V. A.,1100 TUNNEL RD UNIT 24,ASHEVILLE,NC,28805,FCU,2,Yes,2071,33319598,13681627,30376674,1.53,8.7,45.04,-4.73,46.65,-2.68,1.52,25.02,468
943,2024.1,2024,1,SOMERVILLE MASS FIREFIGHTERS,266 BROADWAY,SOMERVILLE,MA,02145,FCU,1,No,275,7611797,2964621,6283947,0.63,17.36,47.18,-8.53,14.56,-6.88,-1.79,1.82,473
946,2024.1,2024,1,MUSKOGEE,PO BOX 129,MUSKOGEE,OK,74402,FCU,2,Yes,8431,100460236,37270163,92009507,1.34,9.67,40.51,-4.31,0.83,-2.67,-0.2,14.64,475
948,2024.1,2024,1,NUSENDA,PO BOX 8530,ALBUQUERQUE,NM,87198,FCU,3,Yes,272672,5096232679,3189489414,3993957194,0.32,7.62,79.86,11.7,14.98,23.24,6.43,5.49,476
951,2024.1,2024,1,POSTAL FAMILY,"2730 12TH AVE S, PO BOX 9318",FARGO,ND,58106,FCU,3,Yes,2288,26767023,10783200,23904064,2.86,10.52,45.11,-3.24,8.14,-1.19,-2.01,18.65,477
960,2024.1,2024,1,PACIFIC CREST,PO BOX 1179,KLAMATH FALLS,OR,97601,FCU,3,Yes,24106,337930616,214009945,303751180,1.58,9.27,70.46,-2.1,3.45,-0.04,-3.53,18.98,482
964,2024.1,2024,1,SOUTHWEST,PO Box 95410,Albuquerque,NM,87199,FCU,3,Yes,4464,75002895,35431682,72591391,-0.48,7.47,48.81,-2.36,-3.39,-2.38,-1.63,-1.07,485
967,2024.1,2024,1,GOLD COAST,2226 S CONGRESS AVE,PALM SPRINGS,FL,33406,FCU,2,Yes,22362,280640061,112657754,257519925,0.68,9.9,43.75,0.34,3.0,0.79,2.06,7.01,486
971,2024.1,2024,1,LAW ENFORCEMENT & TECHNOLOGY,P.O. Box 352077,Miami,FL,33135,FCU,2,Yes,4492,52738954,25785994,43238101,0.47,15.37,59.64,-6.3,5.45,-2.2,-8.05,5.34,489
986,2024.1,2024,1,URE,201 Beech Street,East Pittsburgh,PA,15112,FCU,1,Yes,1015,9991297,5029105,8191712,0.88,16.47,61.39,-13.33,14.27,-9.21,0.0,6.47,494
988,2024.1,2024,1,AUBURN COMMUNITY,PO BOX 867,AUBURN,NY,13021,FCU,1,No,7705,119291050,30119798,104089447,0.64,10.87,28.94,-5.93,13.93,-4.12,0.76,6.39,495
1000,2024.1,2024,1,SIERRA PACIFIC,PO BOX 10100,RENO,NV,89511,FCU,3,No,10435,171350313,103618953,149052295,0.77,12.87,69.52,-7.13,-3.11,-5.76,-0.82,6.63,500
1015,2024.1,2024,1,NORTH JERSEY,711 Union Blvd.,Totowa,NJ,07512,FCU,1,Yes,23932,237381496,147880455,222067183,0.36,10.15,66.59,-5.89,3.63,-4.91,1.85,6.31,509
1021,2024.1,2024,1,FIRST FINANCIAL,391 US Highway 9,Freehold,NJ,07728,FCU,1,No,15906,189918070,106465919,182370146,1.58,5.88,58.38,-12.03,9.43,-10.66,-2.63,16.21,512
1022,2024.1,2024,1,SOUTH CAROLINA,PO BOX 190012,NORTH CHARLESTO,SC,29419,FCU,2,Yes,175551,2580416175,1983247012,1999928296,0.94,11.52,99.17,-5.76,2.92,0.95,-0.82,8.84,513
1034,2024.1,2024,1,OLIVE VIEW EMPLOYEES,P O BOX 923071,SYLMAR,CA,91392,FCU,3,Yes,5888,64727010,36785522,50306580,0.64,21.55,73.12,-9.58,9.22,-6.35,4.45,4.96,521
1040,2024.1,2024,1,CAPITAL EDUCATORS,P.O. BOX 570,MERIDIAN,ID,83680,FCU,3,Yes,108934,1624010040,1282904736,1261063522,0.14,6.54,101.73,4.77,4.76,12.82,7.81,-1.33,524
1049,2024.1,2024,1,MEMBERSFIRST CT,285 BROAD STREET,MERIDEN,CT,06450,FCU,1,Yes,6099,102219936,41189144,91106404,0.6,10.71,45.21,-0.21,10.15,-0.24,0.03,4.47,527
1059,2024.1,2024,1,GRAND CENTRAL TERMINAL EMPLOYEES,15 VANDERBILT AVE STE D41,NEW YORK,NY,10017,FCU,1,No,1554,6932513,1639087,5989720,-1.22,13.45,27.37,-15.65,-0.55,-14.86,-0.19,-8.02,530
1068,2024.1,2024,1,COMPASS FINANCIAL,PO Box 160580,Hialeah,FL,33016,FCU,2,Yes,3142,24771025,19012456,21622133,1.3,11.02,87.93,-6.98,-1.55,-6.61,6.44,-1.61,532
1074,2024.1,2024,1,FARMERS INSURANCE,PO Box 36911,Los Angeles,CA,90036,FCU,3,No,63835,1540312535,1415757439,1274446370,-0.35,8.75,111.09,4.03,6.97,5.02,5.83,3.52,534
1077,2024.1,2024,1,TOBACCO VALLEY TEACHERS,182 South Rd,Enfield,CT,06082,FCU,1,No,3482,64649072,17665407,58650318,0.94,9.01,30.12,-3.16,-2.21,-1.94,0.81,10.38,536
1080,2024.1,2024,1,DISTRICT #6,107 BROADWAY,HORNELL,NY,14843,FCU,1,Yes,1716,22185071,10984292,20845230,1.35,8.33,52.69,-0.5,3.38,-1.58,-1.44,5.56,537
1086,2024.1,2024,1,SUWANNEE RIVER,"203 PINEWOOD WAY, SW",LIVE OAK,FL,32064,FCU,2,Yes,2452,27928765,15107740,25255110,0.34,8.96,59.82,2.29,30.74,3.1,0.04,8.46,541
1108,2024.1,2024,1,CENTRAL JERSEY,380 BERRY ST,WOODBRIDGE,NJ,07095,FCU,1,No,6520,98341276,41856462,88667625,0.18,8.6,47.21,-10.02,-4.41,-8.38,-4.24,3.54,552
1111,2024.1,2024,1,LOCOMOTIVE & CONTROL EMPLOYEES,1286 E 38th St,Erie,PA,16504,FCU,1,Yes,1004,18879268,5238033,14357634,1.79,23.44,36.48,-4.82,-2.56,-2.16,-3.65,6.17,554
1113,2024.1,2024,1,CORRECTIONAL WORKERS,PO BOX 1345,EL RENO,OK,73036,FCU,2,Yes,1578,10611871,4993440,8889213,0.43,15.35,56.17,-17.69,-3.05,-14.14,0.64,6.59,555
1115,2024.1,2024,1,COASTLINE,4651 Emerson St,Jacksonville,FL,32207,FCU,2,Yes,10258,136494554,83776952,120342204,0.33,10.66,69.62,-8.84,4.33,-6.54,1.1,-0.36,556
1117,2024.1,2024,1,WIDGET,2154 East Lake Road,Erie,PA,16511,FCU,1,Yes,47127,438597555,239466844,396203370,0.69,9.93,60.44,-0.75,0.1,0.95,1.38,6.79,557
1125,2024.1,2024,1,VAN CORTLANDT COOPERATIVE,3960B HILLMAN AVENUE,BRONX,NY,10463,FCU,1,Yes,2244,55248464,13707762,49293378,0.51,10.74,27.81,-9.28,-5.38,-7.79,-6.23,3.65,560
1127,2024.1,2024,1,SALEM VA MEDICAL CENTER,112 W Main St,Salem,VA,24153,FCU,1,Yes,8332,93332329,62667653,80667868,1.54,10.69,77.69,-8.21,5.0,-5.01,-0.94,17.5,561
1129,2024.1,2024,1,MOPAC EMPLOYEES,PO Box 205,Palestine,TX,75802,FCU,2,No,2322,21254285,17737939,19007630,0.53,8.79,93.32,10.59,15.28,9.8,1.71,8.14,563
1130,2024.1,2024,1,LONGVIEW,108 Carmon Ct,White Oak,TX,75693,FCU,2,No,534,3523778,2813801,2559805,0.17,22.37,109.92,-16.12,-5.26,-8.47,-2.2,0.97,564
1131,2024.1,2024,1,ESSEX COUNTY TEACHERS,125 FRANKLIN ST.,BLOOMFIELD,NJ,07003,FCU,1,Yes,3938,23757586,9607914,21707408,1.14,7.15,44.26,-4.75,-15.05,-7.86,-3.1,10.78,565
1133,2024.1,2024,1,TRADEMARK,PO Box 1056,Augusta,ME,04332,FCU,1,No,8214,118780745,75777304,105345966,0.06,10.01,71.93,-1.0,1.02,0.15,0.05,3.57,567
1134,2024.1,2024,1,CO-OPERATIVE,PO BOX 307,WOODRIDGE,NY,12789,FCU,1,No,544,4683940,1116330,3771494,1.12,19.46,29.6,-20.81,-24.27,-20.47,-9.03,-1.47,568
1148,2024.1,2024,1,COREPLUS,202 Salem Tpke,Norwich,CT,06360,FCU,1,No,28804,347935026,252939816,305165357,0.67,8.36,82.89,0.84,-1.88,3.13,0.99,3.25,575
1157,2024.1,2024,1,BUFFALO POLICE,68 Court St Rm 180,Buffalo,NY,14202,FCU,1,No,2415,16409437,10023147,13472551,2.7,17.31,74.4,-2.45,31.23,0.78,-0.33,17.75,581
1166,2024.1,2024,1,1166,"95 Woodstown Rd, Unit C",Swedesboro,NJ,08085,FCU,1,No,1171,20513973,7942344,19072078,-0.78,8.21,41.64,-4.41,14.67,-4.41,2.09,-5.65,585
1167,2024.1,2024,1,FORT BILLINGS,"900 BILLINGSPORT RD, P O BOX 369",PAULSBORO,NJ,08066,FCU,1,No,3583,64803724,31876191,60196212,-0.22,9.26,52.95,-5.37,8.61,-3.46,-0.36,3.45,586
1172,2024.1,2024,1,CORNER POST,566 South Main Street,Wilkes Barre,PA,18701,FCU,1,Yes,5473,97372017,25528984,84188015,1.41,13.42,30.32,-7.3,15.75,-5.29,-2.02,9.65,589
1199,2024.1,2024,1,BMI,PO Box 3670,Dublin,OH,43016,FCU,2,No,45467,710143188,539363298,582171834,2.92,9.47,92.65,3.31,11.31,5.35,4.87,9.87,599
1204,2024.1,2024,1,RANCHO,12620 ERICKSON AVE STE H,DOWNEY,CA,90242,FCU,3,Yes,7946,109996148,63078590,101806576,-0.03,7.59,61.96,-4.66,5.54,-3.73,-4.38,10.72,603
1207,2024.1,2024,1,LOS ANGELES,300 S Glendale Avenue,Glendale,CA,91205,FCU,3,Yes,75823,1314935906,890090123,1089033351,-0.1,10.93,81.73,-3.11,6.87,3.59,0.77,0.56,604
1236,2024.1,2024,1,CAMBRIDGE FIREFIGHTERS,113 Garden St,Cambridge,MA,02138,FCU,1,No,855,13774596,7403593,10742445,2.57,21.77,68.92,-8.65,20.97,-4.67,-0.47,13.11,615
1239,2024.1,2024,1,PITTSBURGH CITY HALL EMPLOYEES,"414 Grant St, Ste 911",Pittsburgh,PA,15219,FCU,1,Yes,2676,54514328,23045898,54395008,-0.68,10.74,42.37,9.77,23.25,10.6,-0.07,-5.71,616
1245,2024.1,2024,1,PINE BLUFF COTTON BELT,1703 RIVER PINES BLVD,PINE BLUFF,AR,71601,FCU,2,Yes,6007,70742396,48055426,57676146,1.13,13.76,83.32,1.2,4.37,1.67,0.49,-5.1,619
1248,2024.1,2024,1,FORT SMITH TEACHERS,P. O. BOX 3606,FORT SMITH,AR,72913,FCU,2,No,1474,13467698,4754733,10684212,0.54,20.45,44.5,-14.24,4.69,-10.85,-0.54,4.8,620
1251,2024.1,2024,1,NEW CENTURY,291 Springfield Avenue,Joliet,IL,60435,FCU,3,Yes,4430,57112618,23009849,49269617,-0.1,13.28,46.7,-2.34,13.45,-1.8,1.4,0.32,622
1257,2024.1,2024,1,BATON ROUGE FIRE DEPARTMENT,PO Box 40118,Baton Rouge,LA,70835,FCU,2,No,6392,72625875,56698186,58312167,1.52,20.72,97.23,1.01,3.17,0.02,9.38,7.6,623
1261,2024.1,2024,1,LANGLEY,721 Lakefront Cmns,Newport News,VA,23606,FCU,1,No,377175,5368688563,4601650722,4615919059,0.5,8.47,99.69,6.26,7.81,3.95,5.74,4.95,625
1263,2024.1,2024,1,EVANSVILLE FIREFIGHTERS,312 N 4TH AVE,EVANSVILLE,IN,47710,FCU,2,Yes,2287,32388157,17505441,28430545,0.08,11.93,61.57,15.54,2.84,13.99,0.31,2.06,627
1273,2024.1,2024,1,STATE FARM,"One State Farm Plaza, SA-1",Bloomington,IL,61710,FCU,3,No,121471,4326521119,1052690759,3694768004,0.65,15.71,28.49,-16.76,3.39,-13.21,0.07,2.9,632
1282,2024.1,2024,1,RICHMOND HERITAGE,50 W Commerce Rd,Richmond,VA,23224,FCU,1,Yes,1718,10482061,3381026,9950674,-8.21,39.35,33.98,25.92,-10.68,-13.61,0.0,-2.54,635
1309,2024.1,2024,1,CROSSPOINT,105 Sanford St,Hamden,CT,06514,FCU,1,Yes,10263,154454626,67140885,136804931,0.36,10.49,49.08,-3.52,-1.83,-2.64,-0.1,5.25,647
1317,2024.1,2024,1,REDIFORM NIAGARA FALLS NY,3236 LOCKPORT RD,NIAGARA FALLS,NY,14305,FCU,1,Yes,1928,11286282,8199666,9519127,-0.91,15.18,86.14,-11.51,2.27,-9.95,0.42,0.12,653
1339,2024.1,2024,1,BAKERSFIELD CITY EMPLOYEES,2817 16TH ST,BAKERSFIELD,CA,93301,FCU,3,Yes,2162,32035192,17159531,29393498,0.49,8.57,58.38,-13.03,-4.21,-10.22,-8.2,5.63,664
1343,2024.1,2024,1,EMPIRT 207,"3961 10th Ave, Rm. 234",new york,NY,10034,FCU,1,No,755,3602697,1638088,2527011,-1.46,29.73,64.82,-0.89,-3.1,-1.9,-4.67,-3.5,665
1344,2024.1,2024,1,NORTHERN VALLEY,3030 Demers Ave,Grand Forks,ND,58201,FCU,3,Yes,1476,18801371,12291127,16506951,4.4,11.78,74.46,3.0,14.48,4.74,4.38,19.3,666
1351,2024.1,2024,1,MERCER COUNTY NJ TEACHERS,2271 HIGHWAY 33 STE 108,HAMILTON SQUARE,NJ,08690,FCU,1,No,3698,45026848,17833206,40592661,2.47,11.09,43.93,2.86,26.19,6.0,0.52,18.93,670
1352,2024.1,2024,1,CENTURY HERITAGE,700 REGIS AVE,PITTSBURGH,PA,15236,FCU,1,Yes,18704,270641760,180499884,234115052,0.72,10.48,77.1,8.66,13.68,5.87,-10.39,6.24,671
1364,2024.1,2024,1,U S #1364,8400 BROADWAY,MERRILLVILLE,IN,46410,FCU,2,Yes,12712,199728275,91825556,176592512,1.17,12.49,52.0,-0.24,1.31,1.4,3.08,12.44,676
1367,2024.1,2024,1,UNIVERSITY,PO BOX 9350,AUSTIN,TX,78766,FCU,2,Yes,379855,4157888437,3122086796,3414547023,0.4,8.38,91.43,-4.72,2.15,2.38,4.39,7.8,677
1397,2024.1,2024,1,EDISTO,1880 RUSSELL ST,ORANGEBURG,SC,29115,FCU,2,Yes,2874,23026127,11452601,19113830,1.59,16.09,59.92,-3.59,6.47,-0.9,-6.23,9.59,689
1399,2024.1,2024,1,PITNEY BOWES EMPLOYEES,"27 Waterview Dr, Mail Code 27-1A",Shelton,CT,06484,FCU,1,No,3722,61195992,16382054,49258314,-0.09,18.33,33.26,-5.64,-11.72,-4.2,-4.52,0.09,690
1401,2024.1,2024,1,HEREFORD TEXAS,330 Schley Ave,Hereford,TX,79045,FCU,2,Yes,8369,71442561,49934505,54542108,0.6,21.45,91.55,-2.45,-0.27,-1.17,-1.53,2.33,691
1404,2024.1,2024,1,NASSAU FINANCIAL,"2575 Hempstead Tpke, Suite 300",East Meadow,NY,11554,FCU,1,No,15801,343802223,198422189,332737258,0.01,5.9,59.63,-2.33,-1.14,-2.31,-3.45,0.58,692
1407,2024.1,2024,1,DEMOCRACY,P O Box 25516,Alexandria,VA,22313,FCU,1,Yes,12716,192729607,146968172,162659639,0.04,8.32,90.35,-3.39,11.5,3.81,5.57,-4.35,694
1409,2024.1,2024,1,RAIZ,12020 ROJAS DR,EL PASO,TX,79936,FCU,2,Yes,74579,1021994443,849916121,868756239,0.25,11.0,97.83,5.45,3.06,6.24,4.16,2.07,695
1410,2024.1,2024,1,MIDSOUTH COMMUNITY,4810 Mercer University Dr,Macon,GA,31210,FCU,2,Yes,42055,447554822,309412845,393081176,1.27,12.95,78.71,3.94,9.3,5.09,1.62,8.6,696
1427,2024.1,2024,1,MIDWEST AMERICA,1104 Medical Park Dr,Fort Wayne,IN,46825,FCU,2,Yes,50325,860376534,592790105,724894897,2.39,14.64,81.78,6.88,8.76,7.71,-1.98,7.93,702
1438,2024.1,2024,1,LONG BEACH CITY EMPLOYEES,2845 Temple Ave,Signal Hill,CA,90755,FCU,3,No,9636,277627279,114633361,252313051,-0.49,13.17,45.43,-10.39,7.92,-9.59,-1.14,-2.56,707
1454,2024.1,2024,1,MERCK EMPLOYEES,126 E LINCOLN AVE,RAHWAY,NJ,07065,FCU,1,No,24822,2003660590,209411464,1426021960,-0.37,12.77,14.69,-18.45,-4.15,-9.67,1.46,-3.05,712
1457,2024.1,2024,1,FINANS,7017 KENNEDY AVE,HAMMOND,IN,46323,FCU,2,Yes,1746,9624394,2772307,8579928,0.27,10.34,32.31,-7.88,10.26,-6.82,-0.17,2.66,713
1461,2024.1,2024,1,LEOMINSTER EMPLOYEES,24 CHURCH ST,LEOMINSTER,MA,01453,FCU,1,No,1824,24351412,13233474,21460141,1.11,10.99,61.67,3.23,12.91,4.53,0.05,10.15,714
1463,2024.1,2024,1,APPALACHIAN POWER EMPLOYEES,1122 7TH AVENUE,HUNTINGTON,WV,25701,FCU,1,Yes,880,5896085,4587443,4452638,0.72,22.73,103.03,-1.68,11.7,0.41,-6.38,1.34,716
1472,2024.1,2024,1,PALMETTO CITIZENS,P.O. BOX 5846,COLUMBIA,SC,29250,FCU,2,Yes,83398,1303877678,758870216,1045694881,1.0,12.12,72.57,-3.42,4.55,-1.15,2.35,6.45,722
1476,2024.1,2024,1,ERIE,3503 Peach St,Erie,PA,16508,FCU,1,Yes,76377,785102898,495284243,742295379,0.16,9.69,66.72,-1.33,5.58,-1.52,4.32,0.56,723
1493,2024.1,2024,1,F & A,2625 CORPORATE PL,MONTEREY PARK,CA,91754,FCU,3,No,47592,2407314842,961433504,1776056954,0.4,13.76,54.13,-4.09,23.9,6.56,0.53,3.05,732
1499,2024.1,2024,1,PUEBLO GOVERNMENT AGENCIES,720 N Greenwood St,Pueblo,CO,81003,FCU,3,Yes,3136,42268876,11222520,37401050,0.72,10.65,30.01,-8.68,4.78,-6.85,-2.24,6.37,735
1509,2024.1,2024,1,ALCOA TENN,P.O. Box 9001,Alcoa,TN,37701,FCU,2,Yes,25546,394954821,230110884,353068756,0.91,11.03,65.17,5.79,3.8,6.44,-0.71,8.57,741
1520,2024.1,2024,1,TENNESSEE VALLEY,PO Box 23967,Chattanooga,TN,37422,FCU,2,Yes,165993,2670507027,1948709600,2282156305,1.72,13.88,85.39,4.86,7.17,2.75,-6.11,14.96,743
1542,2024.1,2024,1,GNC COMMUNITY,201 S Jefferson St,New Castle,PA,16101,FCU,1,Yes,12706,78313244,44066881,66341172,0.13,15.32,66.42,-0.84,0.8,-2.56,-0.34,-0.44,753
1546,2024.1,2024,1,MERCER COUNTY IMPROVEMENT AUTHORITY,600 SLOAN AVE,HAMILTON,NJ,08619,FCU,1,Yes,211,402644,199243,356641,-3.73,11.09,55.87,2.77,-8.47,-1.34,0.48,-26.22,755
1558,2024.1,2024,1,KERR COUNTY,500 Main St,Kerrville,TX,78028,FCU,2,Yes,13367,140586710,119471633,123753476,1.22,11.44,96.54,-7.1,3.0,-2.62,2.65,58.83,761
1584,2024.1,2024,1,MEMBERS TRUST OF THE SOUTHWEST,2315 MANGUM RD,HOUSTON,TX,77092,FCU,2,Yes,8329,236469264,173022666,223181112,0.32,7.82,77.53,3.17,8.28,2.18,0.88,2.9,771
1599,2024.1,2024,1,MCDONALD COMMUNITY,408 OHIO AVE,MC DONALD,OH,44437,FCU,2,Yes,706,4941093,975507,4474596,0.92,9.39,21.8,-2.41,13.07,-1.79,4.44,4.17,778
1601,2024.1,2024,1,U S PIPE BESSEMER EMPLOYEES,2115 N 19th Street,Bessemer,AL,35020,FCU,2,Yes,515,2988403,955936,2285915,0.75,23.14,41.82,-7.74,-3.46,-7.29,3.41,-5.89,780
1607,2024.1,2024,1,BIG ISLAND,66 LONO ST,HILO,HI,96720,FCU,3,Yes,9903,164292164,50736478,147107979,0.76,9.72,34.49,-1.61,4.2,-0.98,-0.91,8.04,784
1621,2024.1,2024,1,HOMETOWN,151 N Broadway,Peru,IN,46970,FCU,2,Yes,4033,36506985,25477966,27093938,3.39,25.49,94.04,-3.03,3.75,0.6,-0.32,11.89,792
1644,2024.1,2024,1,CORNING,PO Box 1450,Corning,NY,14830,FCU,1,No,161199,2423776519,2054319343,2062965811,1.21,10.68,99.58,1.43,-0.88,3.92,2.63,9.43,803
1646,2024.1,2024,1,CLAIRTON WORKS,600 State St Unit 3,Clairton,PA,15025,FCU,1,Yes,1348,11775258,4795918,10115252,-0.56,14.19,47.41,-15.59,-15.54,-13.7,1.05,0.69,805
